52, 76.14600, 92.87800, 0, 25088, 0.000, 0.000
51, 76.14600, 92.87800, 0, 50176, 0.000, 0.000
50, 76.14600, 92.87800, 0, 150528, 0.000, 0.000
49, 76.14600, 92.87800, 0, 175616, 0.000, 0.000
48, 76.14600, 92.87800, 0, 200704, 0.000, 0.000
47, 76.14600, 92.87800, 0, 301056, 0.000, 0.000
46, 75.93999, 92.82999, 25600, 501760, 5.102, 0.240
45, 75.93999, 92.82999, 25600, 526848, 4.859, 0.240
44, 75.55000, 92.66199, 38400, 627200, 6.122, 0.360
43, 74.87200, 92.36600, 64000, 827904, 7.730, 0.600
42, 74.87400, 92.35799, 70400, 878080, 8.017, 0.660
41, 74.72400, 92.23199, 76800, 928256, 8.274, 0.720
40, 74.47400, 92.08800, 102400, 1128960, 9.070, 0.960
39, 74.40600, 91.98600, 108800, 1179136, 9.227, 1.020
38, 74.18600, 91.90600, 115200, 1229312, 9.371, 1.080
37, 73.88600, 91.73400, 140800, 1430016, 9.846, 1.321
36, 73.72600, 91.67800, 147200, 1480192, 9.945, 1.381
35, 73.36000, 91.53799, 153600, 1530368, 10.037, 1.441
34, 72.92200, 91.14799, 179200, 1731072, 10.352, 1.681
33, 72.79800, 91.09200, 185600, 1781248, 10.420, 1.741
32, 72.37200, 90.83600, 192000, 1831424, 10.484, 1.801
31, 71.84000, 90.56200, 217600, 2032128, 10.708, 2.041
30, 71.59200, 90.36800, 224000, 2082304, 10.757, 2.101
29, 70.98000, 90.02000, 230400, 2132480, 10.804, 2.161
28, 70.28200, 89.64600, 256000, 2333184, 10.972, 2.401
27, 66.47200, 87.33600, 371200, 2734592, 13.574, 3.481
26, 66.04000, 86.95399, 377600, 2784768, 13.559, 3.541
25, 59.90400, 82.61000, 435200, 2985472, 14.577, 4.082
24, 46.33800, 71.39600, 550400, 3386880, 16.251, 5.162
23, 42.42600, 67.60600, 579200, 3487232, 16.609, 5.432
22, 41.13400, 66.37000, 608000, 3587584, 16.947, 5.702
21, 35.10800, 59.81800, 723200, 3988992, 18.130, 6.783
20, 31.33400, 55.41600, 752000, 4089344, 18.389, 7.053
19, 30.23400, 54.10600, 780800, 4189696, 18.636, 7.323
18, 24.46000, 46.59400, 896000, 4591104, 19.516, 8.403
17, 21.15600, 42.00800, 924800, 4691456, 19.712, 8.673
16, 21.94400, 43.47400, 953600, 4791808, 19.901, 8.944
15, 20.43200, 41.21200, 1068800, 5193216, 20.581, 10.024
14, 13.27200, 29.62400, 1382400, 5996032, 23.055, 12.965
13, 11.03200, 25.35800, 1411200, 6096384, 23.148, 13.235
12, 7.55000, 18.83400, 1568000, 6497792, 24.131, 14.706
11, 3.52400, 9.41600, 1881600, 7300608, 25.773, 17.647
10, 2.92800, 8.24000, 1960000, 7501312, 26.129, 18.382
9, 2.80600, 8.04600, 2038400, 7702016, 26.466, 19.118
8, 2.81200, 8.03000, 2352000, 8504832, 27.655, 22.059
7, 2.48800, 7.13800, 2430400, 8705536, 27.918, 22.794
6, 2.43600, 7.04800, 2508800, 8906240, 28.169, 23.529
5, 2.45000, 7.05000, 2822400, 9709056, 29.070, 26.471
4, 2.29600, 6.66800, 2900800, 9909760, 29.272, 27.206
3, 1.73000, 5.12400, 2979200, 10110464, 29.467, 27.941
2, 1.37400, 4.17800, 3057600, 10311168, 29.653, 28.676
1, 1.27000, 3.65800, 3136000, 10511872, 29.833, 29.412
0, 1.26200, 3.57000, 3194800, 10662400, 29.963, 29.963
