52, 76.14600, 92.87800, 0, 25088, 0.000, 0.000
51, 76.14600, 92.87800, 0, 50176, 0.000, 0.000
50, 76.14600, 92.87800, 0, 150528, 0.000, 0.000
49, 76.14600, 92.87800, 0, 175616, 0.000, 0.000
48, 76.14600, 92.87800, 0, 200704, 0.000, 0.000
47, 76.14600, 92.87800, 0, 301056, 0.000, 0.000
46, 76.09800, 92.92000, 8192, 501760, 1.633, 0.077
45, 76.09800, 92.92000, 8192, 526848, 1.555, 0.077
44, 75.93600, 92.87000, 12288, 627200, 1.959, 0.115
43, 75.78200, 92.84000, 20480, 827904, 2.474, 0.192
42, 75.78200, 92.82200, 22528, 878080, 2.566, 0.211
41, 75.77800, 92.75999, 24576, 928256, 2.648, 0.230
40, 75.69400, 92.71000, 32768, 1128960, 2.902, 0.307
39, 75.63200, 92.66400, 34816, 1179136, 2.953, 0.327
38, 75.61800, 92.60600, 36864, 1229312, 2.999, 0.346
37, 75.54400, 92.60000, 45056, 1430016, 3.151, 0.423
36, 75.52000, 92.54000, 47104, 1480192, 3.182, 0.442
35, 75.40400, 92.52600, 49152, 1530368, 3.212, 0.461
34, 75.19600, 92.46400, 57344, 1731072, 3.313, 0.538
33, 75.21200, 92.42200, 59392, 1781248, 3.334, 0.557
32, 75.10600, 92.35200, 61440, 1831424, 3.355, 0.576
31, 74.87800, 92.23000, 69632, 2032128, 3.427, 0.653
30, 74.79600, 92.16000, 71680, 2082304, 3.442, 0.672
29, 74.65600, 92.07600, 73728, 2132480, 3.457, 0.691
28, 74.40000, 91.88000, 81920, 2333184, 3.511, 0.768
27, 73.30000, 91.39999, 118784, 2734592, 4.344, 1.114
26, 72.96400, 91.33400, 120832, 2784768, 4.339, 1.133
25, 72.09200, 90.69800, 139264, 2985472, 4.665, 1.306
24, 67.67599, 87.98800, 176128, 3386880, 5.200, 1.652
23, 66.52600, 87.38200, 185344, 3487232, 5.315, 1.738
22, 66.24599, 87.13600, 194560, 3587584, 5.423, 1.825
21, 64.58600, 86.01400, 231424, 3988992, 5.802, 2.170
20, 64.23800, 85.75600, 240640, 4089344, 5.885, 2.257
19, 63.86200, 85.43400, 249856, 4189696, 5.964, 2.343
18, 62.64000, 84.53000, 286720, 4591104, 6.245, 2.689
17, 61.52000, 83.67200, 295936, 4691456, 6.308, 2.776
16, 61.12000, 83.43999, 305152, 4791808, 6.368, 2.862
15, 60.72200, 83.02800, 342016, 5193216, 6.586, 3.208
14, 53.08400, 76.93000, 442368, 5996032, 7.378, 4.149
13, 50.78800, 74.92599, 451584, 6096384, 7.407, 4.235
12, 49.38200, 73.62200, 501760, 6497792, 7.722, 4.706
11, 46.64000, 70.89000, 602112, 7300608, 8.247, 5.647
10, 43.99000, 68.22200, 627200, 7501312, 8.361, 5.882
9, 43.11600, 67.30400, 652288, 7702016, 8.469, 6.118
8, 42.06400, 66.35800, 752640, 8504832, 8.850, 7.059
7, 40.90000, 65.14200, 777728, 8705536, 8.934, 7.294
6, 40.31600, 64.41800, 802816, 8906240, 9.014, 7.529
5, 40.38200, 64.53200, 903168, 9709056, 9.302, 8.471
4, 40.36000, 64.59400, 928256, 9909760, 9.367, 8.706
3, 38.76400, 62.97200, 953344, 10110464, 9.429, 8.941
2, 35.83800, 59.45600, 978432, 10311168, 9.489, 9.176
1, 35.76800, 59.44400, 1003520, 10511872, 9.547, 9.412
0, 35.27800, 58.79000, 1022336, 10662400, 9.588, 9.588
