52, 76.14600, 92.87800, 0, 25088, 0.000, 0.000
51, 76.14600, 92.87800, 0, 50176, 0.000, 0.000
50, 76.14600, 92.87800, 0, 150528, 0.000, 0.000
49, 76.14600, 92.87800, 0, 175616, 0.000, 0.000
48, 76.14600, 92.87800, 0, 200704, 0.000, 0.000
47, 76.14600, 92.87800, 0, 301056, 0.000, 0.000
46, 75.50400, 92.63200, 65536, 501760, 13.061, 0.615
45, 75.50400, 92.63200, 65536, 526848, 12.439, 0.615
44, 74.15200, 92.00200, 98304, 627200, 15.673, 0.922
43, 74.15200, 92.00200, 163840, 827904, 19.790, 1.537
42, 74.15200, 92.00200, 180224, 878080, 20.525, 1.690
41, 73.65000, 91.64600, 196608, 928256, 21.180, 1.844
40, 73.65000, 91.64600, 262144, 1128960, 23.220, 2.459
39, 73.65000, 91.64600, 278528, 1179136, 23.621, 2.612
38, 72.42599, 90.98600, 294912, 1229312, 23.990, 2.766
37, 72.42599, 90.98600, 360448, 1430016, 25.206, 3.381
36, 72.42599, 90.98600, 376832, 1480192, 25.458, 3.534
35, 70.84800, 90.07800, 393216, 1530368, 25.694, 3.688
34, 70.84800, 90.07800, 458752, 1731072, 26.501, 4.303
33, 70.84800, 90.07800, 475136, 1781248, 26.674, 4.456
32, 69.31400, 89.01200, 491520, 1831424, 26.838, 4.610
31, 69.31400, 89.01200, 557056, 2032128, 27.412, 5.224
30, 69.31400, 89.01200, 573440, 2082304, 27.539, 5.378
29, 65.11200, 86.38800, 589824, 2132480, 27.659, 5.532
28, 65.11200, 86.38800, 655360, 2333184, 28.089, 6.146
27, 19.52800, 38.52400, 950272, 2734592, 34.750, 8.912
26, 19.52800, 38.52400, 966656, 2784768, 34.712, 9.066
25, 1.55200, 5.09000, 1114112, 2985472, 37.318, 10.449
24, 1.55200, 5.09000, 1409024, 3386880, 41.602, 13.215
23, 1.55200, 5.09000, 1482752, 3487232, 42.519, 13.906
22, 1.87000, 5.66800, 1556480, 3587584, 43.385, 14.598
21, 1.87000, 5.66800, 1851392, 3988992, 46.413, 17.364
20, 1.87000, 5.66800, 1925120, 4089344, 47.076, 18.055
19, 2.77200, 7.79800, 1998848, 4189696, 47.709, 18.747
18, 2.77200, 7.79800, 2293760, 4591104, 49.961, 21.513
17, 2.77200, 7.79800, 2367488, 4691456, 50.464, 22.204
16, 5.83800, 15.72600, 2441216, 4791808, 50.946, 22.896
15, 5.83800, 15.72600, 2736128, 5193216, 52.687, 25.661
14, 0.91600, 2.82200, 3538944, 5996032, 59.021, 33.191
13, 0.91600, 2.82200, 3612672, 6096384, 59.259, 33.882
12, 0.34800, 1.31400, 4014080, 6497792, 61.776, 37.647
11, 0.34800, 1.31400, 4816896, 7300608, 65.979, 45.176
10, 0.34800, 1.31400, 5017600, 7501312, 66.890, 47.059
9, 0.34800, 1.33000, 5218304, 7702016, 67.752, 48.941
8, 0.34800, 1.33000, 6021120, 8504832, 70.796, 56.471
7, 0.34800, 1.33000, 6221824, 8705536, 71.470, 58.353
6, 0.34800, 1.32200, 6422528, 8906240, 72.113, 60.235
5, 0.34800, 1.32200, 7225344, 9709056, 74.419, 67.765
4, 0.34800, 1.32200, 7426048, 9909760, 74.937, 69.647
3, 0.34800, 1.32200, 7626752, 10110464, 75.434, 71.529
2, 0.34800, 1.33000, 7827456, 10311168, 75.912, 73.412
1, 0.34800, 1.33000, 8028160, 10511872, 76.372, 75.294
0, 0.35400, 1.33200, 8178688, 10662400, 76.706, 76.706
