52, 76.14600, 92.87800, 0, 25088, 0.000, 0.000
51, 76.14600, 92.87800, 0, 50176, 0.000, 0.000
50, 76.14600, 92.87800, 0, 150528, 0.000, 0.000
49, 76.14600, 92.87800, 0, 175616, 0.000, 0.000
48, 76.14600, 92.87800, 0, 200704, 0.000, 0.000
47, 76.14600, 92.87800, 0, 301056, 0.000, 0.000
46, 76.09800, 92.92000, 9216, 501760, 1.837, 0.086
45, 76.09800, 92.92000, 9216, 526848, 1.749, 0.086
44, 75.91800, 92.87400, 13824, 627200, 2.204, 0.130
43, 75.80600, 92.81400, 23040, 827904, 2.783, 0.216
42, 75.77800, 92.81400, 25344, 878080, 2.886, 0.238
41, 75.77000, 92.78400, 27648, 928256, 2.978, 0.259
40, 75.65400, 92.71400, 36864, 1128960, 3.265, 0.346
39, 75.63600, 92.64400, 39168, 1179136, 3.322, 0.367
38, 75.62000, 92.62000, 41472, 1229312, 3.374, 0.389
37, 75.47400, 92.57800, 50688, 1430016, 3.545, 0.475
36, 75.45800, 92.55000, 52992, 1480192, 3.580, 0.497
35, 75.31600, 92.50800, 55296, 1530368, 3.613, 0.519
34, 75.12400, 92.45399, 64512, 1731072, 3.727, 0.605
33, 75.15600, 92.42400, 66816, 1781248, 3.751, 0.627
32, 75.04800, 92.31599, 69120, 1831424, 3.774, 0.648
31, 74.88800, 92.22200, 78336, 2032128, 3.855, 0.735
30, 74.76400, 92.10400, 80640, 2082304, 3.873, 0.756
29, 74.50600, 92.02399, 82944, 2132480, 3.890, 0.778
28, 74.15800, 91.78200, 92160, 2333184, 3.950, 0.864
27, 73.06200, 91.25800, 133632, 2734592, 4.887, 1.253
26, 72.74400, 91.13200, 135936, 2784768, 4.881, 1.275
25, 71.77000, 90.48199, 156672, 2985472, 5.248, 1.469
24, 66.39400, 87.33200, 198144, 3386880, 5.850, 1.858
23, 65.35200, 86.54800, 208512, 3487232, 5.979, 1.956
22, 64.97400, 86.35000, 218880, 3587584, 6.101, 2.053
21, 62.56800, 84.50999, 260352, 3988992, 6.527, 2.442
20, 62.11800, 84.20200, 270720, 4089344, 6.620, 2.539
19, 61.63400, 83.84800, 281088, 4189696, 6.709, 2.636
18, 60.31000, 82.83200, 322560, 4591104, 7.026, 3.025
17, 58.44200, 81.33800, 332928, 4691456, 7.096, 3.122
16, 58.02400, 80.99200, 343296, 4791808, 7.164, 3.220
15, 57.47200, 80.57999, 384768, 5193216, 7.409, 3.609
14, 49.99800, 74.23400, 497664, 5996032, 8.300, 4.667
13, 46.95200, 71.37600, 508032, 6096384, 8.333, 4.765
12, 45.38600, 69.73800, 564480, 6497792, 8.687, 5.294
11, 40.92600, 65.14200, 677376, 7300608, 9.278, 6.353
10, 37.50800, 61.96000, 705600, 7501312, 9.406, 6.618
9, 36.66200, 60.86400, 733824, 7702016, 9.528, 6.882
8, 36.42800, 60.65600, 846720, 8504832, 9.956, 7.941
7, 35.31400, 59.52000, 874944, 8705536, 10.050, 8.206
6, 34.58600, 58.66400, 903168, 8906240, 10.141, 8.471
5, 34.59000, 58.65000, 1016064, 9709056, 10.465, 9.529
4, 34.15000, 57.91600, 1044288, 9909760, 10.538, 9.794
3, 32.01800, 55.37200, 1072512, 10110464, 10.608, 10.059
2, 29.38200, 51.84200, 1100736, 10311168, 10.675, 10.324
1, 28.82200, 50.98400, 1128960, 10511872, 10.740, 10.588
0, 28.47400, 50.57600, 1150128, 10662400, 10.787, 10.787
