52, 76.14600, 92.87800, 0, 25088, 0.000, 0.000
51, 76.14600, 92.87800, 0, 50176, 0.000, 0.000
50, 76.14600, 92.87800, 0, 150528, 0.000, 0.000
49, 76.14600, 92.87800, 0, 175616, 0.000, 0.000
48, 76.14600, 92.87800, 0, 200704, 0.000, 0.000
47, 76.14600, 92.87800, 0, 301056, 0.000, 0.000
46, 75.50999, 92.66400, 50176, 501760, 10.000, 0.471
45, 75.50999, 92.66400, 50176, 526848, 9.524, 0.471
44, 74.74200, 92.28400, 75264, 627200, 12.000, 0.706
43, 74.31600, 92.09000, 125440, 827904, 15.152, 1.176
42, 74.31000, 91.98600, 137984, 878080, 15.714, 1.294
41, 73.99599, 91.80800, 150528, 928256, 16.216, 1.412
40, 73.80000, 91.67400, 200704, 1128960, 17.778, 1.882
39, 73.71200, 91.66000, 213248, 1179136, 18.085, 2.000
38, 73.12800, 91.36800, 225792, 1229312, 18.367, 2.118
37, 72.52399, 91.02000, 275968, 1430016, 19.298, 2.588
36, 72.50400, 90.98000, 288512, 1480192, 19.492, 2.706
35, 71.44400, 90.35200, 301056, 1530368, 19.672, 2.824
34, 71.00999, 90.14799, 351232, 1731072, 20.290, 3.294
33, 70.98000, 90.10400, 363776, 1781248, 20.423, 3.412
32, 69.95000, 89.32800, 376320, 1831424, 20.548, 3.529
31, 69.43600, 88.97400, 426496, 2032128, 20.988, 4.000
30, 69.39799, 88.93200, 439040, 2082304, 21.084, 4.118
29, 67.20600, 87.65800, 451584, 2132480, 21.176, 4.235
28, 66.81200, 87.47600, 501760, 2333184, 21.505, 4.706
27, 49.97800, 74.36200, 727552, 2734592, 26.606, 6.824
26, 49.63600, 73.96400, 740096, 2784768, 26.577, 6.941
25, 30.16200, 53.47200, 852992, 2985472, 28.571, 8.000
24, 9.24400, 21.65400, 1078784, 3386880, 31.852, 10.118
23, 5.94000, 15.51600, 1135232, 3487232, 32.554, 10.647
22, 6.03200, 15.47000, 1191680, 3587584, 33.217, 11.176
21, 3.84200, 10.78400, 1417472, 3988992, 35.535, 13.294
20, 3.27400, 9.48200, 1473920, 4089344, 36.043, 13.824
19, 3.98000, 10.92800, 1530368, 4189696, 36.527, 14.353
18, 3.32400, 9.40000, 1756160, 4591104, 38.251, 16.471
17, 3.00400, 8.64800, 1812608, 4691456, 38.636, 17.000
16, 5.28800, 14.67600, 1869056, 4791808, 39.005, 17.529
15, 5.30200, 14.66400, 2094848, 5193216, 40.338, 19.647
14, 1.11600, 3.25000, 2709504, 5996032, 45.188, 25.412
13, 1.11000, 3.22400, 2765952, 6096384, 45.370, 25.941
12, 0.67400, 2.30000, 3073280, 6497792, 47.297, 28.824
11, 0.39800, 1.68400, 3687936, 7300608, 50.515, 34.588
10, 0.38400, 1.61200, 3841600, 7501312, 51.212, 36.029
9, 0.38000, 1.61400, 3995264, 7702016, 51.873, 37.471
8, 0.38000, 1.61400, 4609920, 8504832, 54.204, 43.235
7, 0.37200, 1.60600, 4763584, 8705536, 54.719, 44.676
6, 0.37400, 1.60200, 4917248, 8906240, 55.211, 46.118
5, 0.36000, 1.52800, 5531904, 9709056, 56.977, 51.882
4, 0.35400, 1.52800, 5685568, 9909760, 57.373, 53.324
3, 0.33600, 1.50200, 5839232, 10110464, 57.754, 54.765
2, 0.34000, 1.50200, 5992896, 10311168, 58.120, 56.206
1, 0.36000, 1.49400, 6146560, 10511872, 58.473, 57.647
0, 0.34800, 1.43200, 6261808, 10662400, 58.728, 58.728
