52, 76.14600, 92.87800, 0, 25088, 0.000, 0.000
51, 76.14600, 92.87800, 0, 50176, 0.000, 0.000
50, 76.14600, 92.87800, 0, 150528, 0.000, 0.000
49, 76.14600, 92.87800, 0, 175616, 0.000, 0.000
48, 76.14600, 92.87800, 0, 200704, 0.000, 0.000
47, 76.14600, 92.87800, 0, 301056, 0.000, 0.000
46, 75.50999, 92.66400, 54272, 501760, 10.816, 0.509
45, 75.50999, 92.66400, 54272, 526848, 10.301, 0.509
44, 74.54200, 92.17400, 81408, 627200, 12.980, 0.764
43, 74.27600, 92.02200, 135680, 827904, 16.388, 1.273
42, 74.30199, 92.01200, 149248, 878080, 16.997, 1.400
41, 73.97400, 91.78400, 162816, 928256, 17.540, 1.527
40, 73.76800, 91.64400, 217088, 1128960, 19.229, 2.036
39, 73.72400, 91.61400, 230656, 1179136, 19.561, 2.163
38, 73.11200, 91.27200, 244224, 1229312, 19.867, 2.291
37, 72.53400, 91.03200, 298496, 1430016, 20.874, 2.800
36, 72.51800, 91.00600, 312064, 1480192, 21.083, 2.927
35, 71.41400, 90.37000, 325632, 1530368, 21.278, 3.054
34, 70.99200, 90.09000, 379904, 1731072, 21.946, 3.563
33, 70.94800, 90.06800, 393472, 1781248, 22.090, 3.690
32, 69.76200, 89.25000, 407040, 1831424, 22.225, 3.818
31, 69.32600, 88.98199, 461312, 2032128, 22.701, 4.327
30, 69.36400, 88.94400, 474880, 2082304, 22.806, 4.454
29, 66.73600, 87.37400, 488448, 2132480, 22.905, 4.581
28, 66.45800, 87.26200, 542720, 2333184, 23.261, 5.090
27, 44.45800, 69.17400, 786944, 2734592, 28.777, 7.381
26, 44.19800, 68.98400, 800512, 2784768, 28.746, 7.508
25, 22.00200, 42.43400, 922624, 2985472, 30.904, 8.653
24, 5.01000, 12.91800, 1166848, 3386880, 34.452, 10.944
23, 3.57800, 10.06000, 1227904, 3487232, 35.211, 11.516
22, 3.75000, 10.21000, 1288960, 3587584, 35.928, 12.089
21, 2.07600, 6.30200, 1533184, 3988992, 38.435, 14.379
20, 1.99800, 6.05200, 1594240, 4089344, 38.985, 14.952
19, 2.51200, 7.52000, 1655296, 4189696, 39.509, 15.525
18, 2.39400, 7.18000, 1899520, 4591104, 41.374, 17.815
17, 2.33800, 6.98400, 1960576, 4691456, 41.790, 18.388
16, 4.79000, 13.19600, 2021632, 4791808, 42.189, 18.960
15, 4.79600, 13.22400, 2265856, 5193216, 43.631, 21.251
14, 0.99000, 2.90600, 2930688, 5996032, 48.877, 27.486
13, 0.97000, 2.86800, 2991744, 6096384, 49.074, 28.059
12, 0.46600, 1.82000, 3324160, 6497792, 51.158, 31.176
11, 0.53800, 1.59400, 3988992, 7300608, 54.639, 37.412
10, 0.51200, 1.57800, 4155200, 7501312, 55.393, 38.971
9, 0.50800, 1.59200, 4321408, 7702016, 56.107, 40.529
8, 0.51000, 1.54600, 4986240, 8504832, 58.628, 46.765
7, 0.50200, 1.52800, 5152448, 8705536, 59.186, 48.324
6, 0.51800, 1.51000, 5318656, 8906240, 59.718, 49.882
5, 0.50200, 1.48000, 5983488, 9709056, 61.628, 56.118
4, 0.50200, 1.48000, 6149696, 9909760, 62.057, 57.676
3, 0.48000, 1.49400, 6315904, 10110464, 62.469, 59.235
2, 0.47800, 1.49800, 6482112, 10311168, 62.865, 60.794
1, 0.46400, 1.44000, 6648320, 10511872, 63.246, 62.353
0, 0.44400, 1.37200, 6772976, 10662400, 63.522, 63.522
